QKEY,F_INC_SDT1,F_EDUCCAT,F_AGECAT,F_GENDER,F_RACECMB,F_RACETHNMOD,CHATUSE_W152,USEAI_W152
201801088018,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801088076,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
201801088145,,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801088242,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0
201801088347,2.0,2.0,2.0,2.0,1.0,1.0,,5.0
201801088381,7.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201801088407,1.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801088441,9.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201801088483,5.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
201801088536,9.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0
201801088623,,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201801088644,9.0,1.0,3.0,2.0,1.0,1.0,,3.0
201801088987,9.0,1.0,2.0,2.0,1.0,1.0,,2.0
201801089028,6.0,3.0,3.0,2.0,1.0,1.0,,2.0
201801089129,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801089400,,3.0,4.0,1.0,1.0,1.0,,5.0
201801089467,7.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0
201801089527,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801089668,,3.0,2.0,2.0,1.0,1.0,,5.0
201801089703,9.0,1.0,4.0,2.0,1.0,1.0,,2.0
201801089792,1.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201801089841,6.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801089861,2.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
201801089896,9.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0
201801089907,6.0,1.0,4.0,2.0,1.0,1.0,,5.0
201801089914,6.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201801089917,9.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0
201801089969,6.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201801089993,9.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0
201801089999,8.0,1.0,4.0,2.0,1.0,1.0,,5.0
201801090052,4.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0
201801090083,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801090088,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801090158,1.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0
201801090232,4.0,1.0,2.0,2.0,1.0,1.0,0.0,
201801090415,9.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0
201801090455,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201801090487,5.0,3.0,3.0,2.0,1.0,1.0,,5.0
201801090535,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801090957,5.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0
201801090974,2.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801091024,6.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801091043,7.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0
201801091114,7.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201801091143,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201801091158,6.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
201801091180,,3.0,4.0,2.0,1.0,1.0,,5.0
201801091236,1.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201801091301,7.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201801091303,6.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
201801091411,5.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
201801091611,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0
201801091796,9.0,2.0,4.0,1.0,1.0,1.0,,3.0
201801092149,9.0,2.0,3.0,1.0,1.0,1.0,,5.0
201801092536,5.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
201801092602,6.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0
201801092797,5.0,3.0,3.0,2.0,1.0,1.0,,5.0
201801093190,9.0,1.0,4.0,2.0,1.0,1.0,,3.0
201801093401,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801093484,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201801093552,9.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
201801093593,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201801093598,9.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0
201801093641,9.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0
201801093790,5.0,1.0,4.0,1.0,3.0,5.0,0.0,5.0
201801093878,9.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
201801094116,9.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0
201801094282,9.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0
201801094419,,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201801094557,9.0,1.0,3.0,2.0,3.0,5.0,1.0,2.0
201801094569,7.0,2.0,4.0,2.0,2.0,2.0,,3.0
201801094645,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801094729,8.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801094824,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
201801094972,9.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801095301,,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801095313,9.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0
201801095401,9.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0
201801095429,6.0,3.0,2.0,2.0,4.0,4.0,0.0,5.0
201801095647,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
201801095731,7.0,2.0,4.0,2.0,1.0,1.0,,2.0
201801095739,1.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201801095786,9.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
201801096010,9.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0
201801096135,9.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0
201801096144,9.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0
201801096210,9.0,1.0,3.0,2.0,3.0,5.0,1.0,2.0
201801096255,9.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801096421,5.0,2.0,2.0,2.0,2.0,2.0,,4.0
201801096443,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801096566,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801097225,1.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0
201801097889,9.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0
201801098177,8.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
201801098248,8.0,1.0,4.0,2.0,1.0,1.0,,2.0
201801098368,3.0,2.0,4.0,1.0,4.0,4.0,,5.0
201801098386,1.0,2.0,2.0,2.0,1.0,1.0,,4.0
201801098392,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
201801098667,2.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0
201801098701,9.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
201801098831,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0
201801098949,4.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
201801099079,1.0,2.0,3.0,2.0,1.0,1.0,,5.0
201801099252,6.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
201801099479,2.0,2.0,2.0,2.0,1.0,1.0,,5.0
201801099541,8.0,3.0,3.0,1.0,2.0,2.0,,5.0
201801099611,9.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0
201801099717,9.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
201801099735,1.0,1.0,2.0,2.0,2.0,2.0,,5.0
201801099911,1.0,2.0,4.0,2.0,1.0,1.0,,5.0
201801099917,1.0,2.0,3.0,2.0,1.0,1.0,,5.0
201801099940,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201801099996,1.0,3.0,4.0,1.0,2.0,2.0,,5.0
201801100007,7.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0
201801100013,7.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0
201801100141,,,2.0,1.0,,,1.0,2.0
201801100457,6.0,2.0,3.0,2.0,1.0,1.0,,5.0
201801100580,9.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801100725,7.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201801100867,3.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0
201801100915,9.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
201801100986,6.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
201801101041,9.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0
201801101149,9.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0
201801101186,5.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0
201801101268,9.0,1.0,3.0,1.0,3.0,5.0,0.0,3.0
201801101272,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
201801101377,4.0,2.0,4.0,2.0,1.0,1.0,,2.0
201801101406,1.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201801101625,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
201801101691,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0
201801101692,6.0,1.0,2.0,2.0,2.0,2.0,,5.0
201801101765,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201801101878,9.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0
201801101943,1.0,2.0,1.0,2.0,4.0,4.0,0.0,5.0
201801101984,1.0,2.0,4.0,1.0,2.0,2.0,,5.0
201801102026,4.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
201801102280,9.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201801102358,9.0,1.0,4.0,2.0,1.0,1.0,0.0,3.0
201801102431,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0
201801102518,,1.0,3.0,2.0,,,,5.0
201801102526,4.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801102549,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201801103266,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
201801103272,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0
201801103279,,2.0,3.0,1.0,2.0,2.0,0.0,3.0
201801103779,8.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
201801103783,1.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
201801104013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
201801104126,2.0,2.0,3.0,2.0,1.0,1.0,,2.0
201801104304,9.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801104323,9.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0
201801104433,5.0,2.0,2.0,2.0,1.0,1.0,,4.0
201801104457,6.0,3.0,2.0,2.0,1.0,1.0,,5.0
201801104597,,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801104788,6.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0
201801104959,5.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801105005,8.0,2.0,4.0,1.0,2.0,2.0,0.0,5.0
201801105120,4.0,2.0,2.0,2.0,2.0,2.0,,5.0
201801105125,9.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
201801105271,9.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0
201801105381,9.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0
201801105552,9.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201801105659,7.0,1.0,3.0,,,,1.0,1.0
201801105672,9.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0
201801105683,6.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0
201801105695,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201801105720,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201801105814,,1.0,3.0,2.0,2.0,2.0,1.0,5.0
201801105864,1.0,3.0,3.0,1.0,2.0,2.0,,5.0
201801106036,7.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801106112,4.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0
201801106249,9.0,1.0,4.0,2.0,,,,2.0
201801106300,7.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0
201801106421,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0
201801106695,9.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0
201801106992,9.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0
201801107026,9.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0
201801107104,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
201801107151,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
201801107152,,3.0,3.0,2.0,1.0,1.0,,5.0
201801107256,6.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
201801107668,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
201801107722,9.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
201801107852,,2.0,4.0,1.0,1.0,1.0,0.0,5.0
201801107972,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801108131,2.0,3.0,1.0,2.0,1.0,1.0,,2.0
201801108141,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0
201801108212,7.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0
201801108225,1.0,2.0,4.0,2.0,1.0,1.0,,2.0
201801108372,8.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0
201801108393,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
201801108425,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801108547,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0
201801108660,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801108823,1.0,2.0,4.0,1.0,1.0,1.0,,5.0
201801108879,5.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0
201801109000,7.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0
201801109260,7.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
201801109377,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
201801109386,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0
201801109602,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0
201801109743,2.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0
201801109869,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201801109875,8.0,1.0,4.0,1.0,1.0,1.0,,4.0
201801110439,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0
201801110663,6.0,1.0,2.0,2.0,2.0,3.0,,4.0
201801111099,8.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
201801111789,9.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0
201801112121,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
201801112131,9.0,1.0,4.0,2.0,1.0,1.0,0.0,3.0
201801112468,3.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801112524,2.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201801112599,7.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0
201801112674,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0
201801112859,5.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201801112921,2.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801113220,6.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0
201801113543,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801113717,7.0,3.0,2.0,1.0,1.0,1.0,,2.0
201801114079,9.0,1.0,4.0,1.0,4.0,4.0,0.0,
201801114107,,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801114130,2.0,1.0,4.0,2.0,1.0,1.0,,4.0
201801114192,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
201801114195,3.0,3.0,4.0,2.0,1.0,1.0,,4.0
201801114272,9.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801114416,9.0,1.0,2.0,2.0,4.0,4.0,0.0,5.0
201801114430,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0
201801114716,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0
201801114898,,,1.0,2.0,,3.0,1.0,4.0
201801114941,9.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801114991,5.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0
201801115315,9.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0
201801115494,5.0,1.0,4.0,1.0,1.0,1.0,,4.0
201801115862,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0
201801115919,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801116156,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
201801116259,,1.0,3.0,2.0,,,1.0,3.0
201801116351,9.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
201801116438,2.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201801116483,7.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0
201801116493,6.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801116588,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
201801116597,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201801116673,9.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
201801116774,7.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
201801116917,9.0,2.0,1.0,2.0,2.0,2.0,,5.0
201801117373,9.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0
201801117536,1.0,3.0,3.0,2.0,2.0,2.0,,5.0
201801117555,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801118120,3.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
201801118212,9.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
201801118579,,3.0,4.0,1.0,1.0,1.0,,5.0
201801118611,5.0,2.0,4.0,2.0,1.0,1.0,,5.0
201801118718,5.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0
201801118776,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201801118856,9.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0
201801119088,8.0,1.0,4.0,2.0,1.0,1.0,,2.0
201801119142,8.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0
201801119202,1.0,2.0,2.0,2.0,1.0,1.0,,5.0
201801119294,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
201801119453,,2.0,2.0,2.0,1.0,1.0,0.0,5.0
201801119562,9.0,1.0,3.0,2.0,1.0,1.0,,5.0
201801119693,9.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0
201801119732,7.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0
201801119943,8.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
201801120524,5.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0
201801120596,6.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801120820,7.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0
201801121301,2.0,1.0,4.0,2.0,1.0,1.0,,2.0
201801121303,2.0,3.0,3.0,2.0,1.0,1.0,0.0,5.0
201801121404,9.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0
201801121425,1.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0
201801121705,6.0,3.0,1.0,2.0,1.0,1.0,,4.0
201801121752,6.0,2.0,4.0,1.0,1.0,1.0,,4.0
201801122147,3.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0
201801122174,8.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0
201801122366,3.0,3.0,4.0,2.0,1.0,1.0,,2.0
201801122698,9.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
201801122769,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801122980,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0
201801123002,8.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
201801123316,7.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801123361,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801123500,,3.0,3.0,2.0,1.0,1.0,,5.0
201801123531,6.0,1.0,4.0,2.0,1.0,1.0,,5.0
201801123794,,1.0,4.0,2.0,1.0,1.0,,5.0
201801123819,6.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
201801123945,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801124020,9.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201801124336,4.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201801124369,7.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
201801124390,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201801124399,5.0,1.0,4.0,1.0,1.0,1.0,,5.0
201801124405,,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801124418,9.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0
201801124456,7.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0
201801125039,3.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201801125137,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0
201801125269,2.0,1.0,4.0,2.0,1.0,1.0,,5.0
201801125691,7.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201801125732,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
201801125755,7.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201801125764,9.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201801125784,,3.0,4.0,2.0,1.0,1.0,,5.0
201801126040,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801126045,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201801126282,8.0,1.0,2.0,2.0,1.0,1.0,,4.0
201801126656,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0
201801126667,9.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
201801126729,6.0,2.0,3.0,2.0,1.0,1.0,,5.0
201801126915,8.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
201801127407,,2.0,3.0,1.0,4.0,4.0,0.0,3.0
201801127436,1.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0
201801127552,7.0,2.0,3.0,2.0,1.0,3.0,0.0,2.0
201801127712,,2.0,2.0,2.0,1.0,1.0,0.0,2.0
201801128104,9.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0
201801128173,1.0,2.0,4.0,2.0,1.0,1.0,,5.0
201801128311,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801128370,6.0,1.0,3.0,1.0,1.0,1.0,,4.0
201801128400,8.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0
201801128487,4.0,2.0,2.0,2.0,1.0,1.0,,3.0
201801128755,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201801128832,4.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0
201801129250,2.0,3.0,4.0,1.0,1.0,1.0,,2.0
201801129369,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0
201801129397,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
201801129483,5.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0
201801129719,5.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0
201801129817,3.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
201801129918,7.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201801129970,1.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
201801129989,9.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0
201801130116,6.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801130149,2.0,2.0,2.0,1.0,1.0,1.0,,2.0
201801130164,9.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0
201801130199,4.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0
201801130254,9.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801130260,8.0,1.0,2.0,1.0,3.0,5.0,1.0,4.0
201801130986,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0
201801131213,6.0,2.0,3.0,1.0,1.0,1.0,,4.0
201801131244,9.0,2.0,4.0,1.0,1.0,1.0,,5.0
201801131668,,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201801131690,4.0,2.0,4.0,1.0,2.0,2.0,0.0,5.0
201801131764,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201801131775,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201801132091,1.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201801132256,9.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0
201801132622,9.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
201801132663,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801132821,9.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0
201801132871,3.0,3.0,4.0,1.0,1.0,1.0,,4.0
201801132953,2.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0
201801133013,3.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201801133036,1.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0
201801133149,3.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0
201801133272,4.0,3.0,3.0,2.0,1.0,1.0,,5.0
201801133651,6.0,1.0,2.0,2.0,3.0,5.0,0.0,5.0
201801133702,2.0,1.0,3.0,2.0,1.0,1.0,,3.0
201801134041,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
201801134242,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201801134315,4.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
201801134499,8.0,1.0,4.0,1.0,1.0,1.0,,5.0
201801134603,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201801134876,8.0,3.0,3.0,1.0,1.0,1.0,,4.0
201801135059,5.0,3.0,4.0,1.0,1.0,1.0,,4.0
201801135108,9.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0
201801135217,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201801135240,7.0,3.0,2.0,1.0,1.0,1.0,,2.0
201801135363,9.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0
201801135382,5.0,3.0,2.0,1.0,5.0,3.0,0.0,3.0
201801135725,4.0,2.0,4.0,2.0,1.0,1.0,,5.0
201801136041,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801136050,6.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
201801136375,1.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0
201801136409,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0
201801136631,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201801136658,,1.0,3.0,2.0,1.0,1.0,,5.0
201801136924,,2.0,3.0,2.0,1.0,1.0,0.0,2.0
201801137127,9.0,3.0,3.0,2.0,1.0,3.0,,5.0
201801137484,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
201801137504,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
201801137523,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201801137893,9.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0
201801137978,2.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0
201801137981,8.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0
201801137984,7.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0
201801138203,9.0,1.0,2.0,1.0,3.0,5.0,1.0,4.0
